fecha,producto_id,nombre_producto,categoria,precio_unitario,stock_inicial,unidades_vendidas,devoluciones,stock_final,reposicion_este_mes,dias_sin_stock,trafico_tienda,promocion,evento_especial,tiempo_entrega_dias,mes,anio,reponer_proximo_mes
2021-10,8,Bota Clásica,bota,48,59,11,1,49,48,0,69,0,1,1,10,2021,0
2021-10,9,Deportiva Sport,deportiva,37,52,10,0,42,42,0,145,1,0,7,10,2021,0
2021-10,10,Bota Urban,bota,30,35,7,2,30,28,0,113,1,0,4,10,2021,0
2021-10,11,Deportiva Trail,deportiva,38,31,31,1,1,0,0,129,1,0,1,10,2021,39
2021-10,12,Mocasin Air,mocasin,71,17,17,2,2,0,0,113,1,0,5,10,2021,38
2021-10,13,Mocasin Trail,mocasin,83,23,10,2,15,13,0,74,0,0,1,10,2021,25
2021-10,14,Deportiva Clásica,deportiva,42,26,9,0,17,17,0,173,0,0,5,10,2021,23
2021-10,15,Zapatilla Trail,zapatilla,75,42,17,0,25,25,0,207,1,0,1,10,2021,0
2021-10,16,Zapatilla Clásica,zapatilla,86,50,8,2,44,42,0,212,1,0,6,10,2021,0
2021-10,17,Mocasin Trail,mocasin,59,20,20,2,2,0,0,247,1,0,3,10,2021,38
2021-10,18,Bota Verano,bota,88,20,20,1,1,0,0,229,1,1,7,10,2021,39
2021-10,19,Sandalia Invierno,sandalia,97,35,14,0,21,21,0,237,0,0,2,10,2021,0
2021-10,20,Bota Air,bota,62,34,23,1,12,11,0,118,1,1,1,10,2021,28
2021-10,21,Bota Dynamic,bota,38,23,20,0,3,3,0,74,1,0,4,10,2021,37
2021-10,22,Zapatilla Dynamic,zapatilla,85,30,18,2,14,12,0,109,1,0,4,10,2021,26
2021-10,23,Bota Urban,bota,52,50,12,2,40,38,0,97,0,0,5,10,2021,0
2021-10,24,Deportiva Verano,deportiva,79,60,16,0,44,44,0,150,0,0,2,10,2021,0
2021-10,25,Sandalia Urban,sandalia,73,19,19,2,2,0,0,281,1,0,3,10,2021,38
2021-10,26,Deportiva Trail,deportiva,34,58,16,2,44,42,0,131,1,1,2,10,2021,0
2021-10,27,Bota Dynamic,bota,62,12,12,1,1,0,0,238,0,0,7,10,2021,39
2021-10,28,Sandalia Urban,sandalia,99,33,4,1,30,29,0,145,0,0,7,10,2021,0
2021-10,29,Deportiva Air,deportiva,94,48,10,2,40,38,0,251,0,1,5,10,2021,0
2021-10,30,Mocasin Sport,mocasin,63,12,12,0,0,0,0,96,0,1,6,10,2021,40
2021-11,1,Zapatilla Soft,zapatilla,32,58,11,1,48,47,0,294,1,0,1,11,2021,0
2021-11,2,Zapatilla Air,zapatilla,98,38,28,0,10,10,0,181,1,1,2,11,2021,30
2021-11,3,Deportiva Urban,deportiva,64,44,6,1,39,38,0,254,0,0,3,11,2021,0
2021-11,4,Zapatilla Verano,zapatilla,32,25,3,0,22,22,0,186,0,0,5,11,2021,0
2021-11,5,Mocasin Soft,mocasin,79,54,8,1,47,46,0,88,0,0,6,11,2021,0
2021-11,6,Bota Urban,bota,88,18,18,1,1,0,0,207,0,0,7,11,2021,39
2021-11,7,Deportiva Retro,deportiva,98,46,9,1,38,37,0,135,0,0,7,11,2021,0
2021-11,8,Bota Clásica,bota,48,11,11,1,1,0,0,115,0,0,6,11,2021,39
2021-11,9,Deportiva Sport,deportiva,37,55,2,1,54,53,0,68,0,0,3,11,2021,0
2021-11,10,Bota Urban,bota,30,39,17,0,22,22,0,290,0,1,2,11,2021,0
2021-11,11,Deportiva Trail,deportiva,38,55,9,2,48,46,0,61,0,0,2,11,2021,0
2021-11,12,Mocasin Air,mocasin,71,60,18,2,44,42,0,161,0,0,7,11,2021,0
2021-11,13,Mocasin Trail,mocasin,83,10,7,0,3,3,0,171,0,0,2,11,2021,37
2021-11,14,Deportiva Clásica,deportiva,42,45,11,1,35,34,0,244,0,0,4,11,2021,0
2021-11,15,Zapatilla Trail,zapatilla,75,42,14,0,28,28,0,261,0,0,7,11,2021,0
2021-11,16,Zapatilla Clásica,zapatilla,86,36,4,0,32,32,0,134,0,0,2,11,2021,0
2021-11,17,Mocasin Trail,mocasin,59,58,15,1,44,43,0,68,0,0,4,11,2021,0
2021-11,18,Bota Verano,bota,88,11,11,1,1,0,0,204,1,0,5,11,2021,39
2021-11,19,Sandalia Invierno,sandalia,97,29,16,2,15,13,0,219,1,0,5,11,2021,25
2021-11,20,Bota Air,bota,62,43,14,2,31,29,0,299,1,0,5,11,2021,0
2021-11,21,Bota Dynamic,bota,38,41,9,0,32,32,0,188,1,0,5,11,2021,0
2021-11,22,Zapatilla Dynamic,zapatilla,85,41,16,0,25,25,0,108,0,1,2,11,2021,0
2021-11,23,Bota Urban,bota,52,23,11,2,14,12,0,236,1,1,6,11,2021,26
2021-11,24,Deportiva Verano,deportiva,79,24,14,1,11,10,0,252,1,0,2,11,2021,29
2021-11,25,Sandalia Urban,sandalia,73,54,26,1,29,28,0,292,1,0,7,11,2021,0
2021-11,26,Deportiva Trail,deportiva,34,36,6,1,31,30,0,256,0,1,2,11,2021,0
2021-11,27,Bota Dynamic,bota,62,26,11,1,16,15,0,156,0,0,1,11,2021,24
2021-11,28,Sandalia Urban,sandalia,99,32,14,0,18,18,0,67,1,0,5,11,2021,22
2021-11,29,Deportiva Air,deportiva,94,52,22,2,32,30,0,147,1,1,3,11,2021,0
2021-11,30,Mocasin Sport,mocasin,63,32,11,1,22,21,0,126,0,1,2,11,2021,0
2021-12,1,Zapatilla Soft,zapatilla,32,42,12,0,30,30,0,55,1,0,5,12,2021,0
2021-12,2,Zapatilla Air,zapatilla,98,31,4,2,29,27,0,289,0,0,6,12,2021,0
2021-12,3,Deportiva Urban,deportiva,64,45,11,2,36,34,0,277,0,0,2,12,2021,0
2021-12,4,Zapatilla Verano,zapatilla,32,29,14,1,16,15,0,196,1,0,3,12,2021,24
2021-12,5,Mocasin Soft,mocasin,79,58,13,1,46,45,0,105,0,0,1,12,2021,0
2021-12,6,Bota Urban,bota,88,39,13,1,27,26,0,71,0,1,2,12,2021,0
2021-12,7,Deportiva Retro,deportiva,98,20,20,2,2,0,0,225,1,1,7,12,2021,38
2021-12,8,Bota Clásica,bota,48,38,24,1,15,14,0,258,1,0,6,12,2021,25
2021-12,9,Deportiva Sport,deportiva,37,55,9,0,46,46,0,155,1,0,2,12,2021,0
2021-12,10,Bota Urban,bota,30,15,15,1,1,0,0,66,1,0,7,12,2021,39
2021-12,11,Deportiva Trail,deportiva,38,36,18,2,20,18,0,258,0,1,2,12,2021,0
2021-12,12,Mocasin Air,mocasin,71,56,15,1,42,41,0,211,0,1,2,12,2021,0
2021-12,13,Mocasin Trail,mocasin,83,55,8,0,47,47,0,85,1,0,1,12,2021,0
2021-12,14,Deportiva Clásica,deportiva,42,21,11,1,11,10,0,127,1,0,1,12,2021,29
2021-12,15,Zapatilla Trail,zapatilla,75,19,6,2,15,13,0,88,1,0,7,12,2021,25
2021-12,16,Zapatilla Clásica,zapatilla,86,28,16,2,14,12,0,245,1,0,7,12,2021,26
2021-12,17,Mocasin Trail,mocasin,59,32,18,1,15,14,0,129,1,0,3,12,2021,25
2021-12,18,Bota Verano,bota,88,35,10,1,26,25,0,225,0,0,3,12,2021,0
2021-12,19,Sandalia Invierno,sandalia,97,25,14,2,13,11,0,207,1,0,5,12,2021,27
2021-12,20,Bota Air,bota,62,52,11,1,42,41,0,128,0,1,3,12,2021,0
2021-12,21,Bota Dynamic,bota,38,34,8,0,26,26,0,217,0,1,1,12,2021,0
2021-12,22,Zapatilla Dynamic,zapatilla,85,35,12,1,24,23,0,79,1,1,7,12,2021,0
2021-12,23,Bota Urban,bota,52,55,14,1,42,41,0,197,0,0,1,12,2021,0
2021-12,24,Deportiva Verano,deportiva,79,19,6,2,15,13,0,82,1,0,1,12,2021,25
2021-12,25,Sandalia Urban,sandalia,73,17,15,0,2,2,0,262,0,0,6,12,2021,38
2021-12,26,Deportiva Trail,deportiva,34,28,28,0,0,0,2,237,1,1,4,12,2021,40
2021-12,27,Bota Dynamic,bota,62,36,10,0,26,26,0,93,0,0,4,12,2021,0
2021-12,28,Sandalia Urban,sandalia,99,48,24,0,24,24,0,282,1,1,4,12,2021,0
2021-12,29,Deportiva Air,deportiva,94,13,13,2,2,0,0,196,1,0,2,12,2021,38
2021-12,30,Mocasin Sport,mocasin,63,50,7,0,43,43,0,156,0,0,7,12,2021,0
2022-01,1,Zapatilla Soft,zapatilla,32,55,12,2,45,43,0,249,0,0,4,1,2022,0
2022-01,2,Zapatilla Air,zapatilla,98,28,17,1,12,11,0,237,1,1,2,1,2022,28
2022-01,3,Deportiva Urban,deportiva,64,15,15,0,0,0,3,254,0,0,7,1,2022,40
2022-01,4,Zapatilla Verano,zapatilla,32,33,27,1,7,6,0,151,1,1,4,1,2022,33
2022-01,5,Mocasin Soft,mocasin,79,45,19,2,28,26,0,202,1,0,1,1,2022,0
2022-01,6,Bota Urban,bota,88,37,8,0,29,29,0,130,0,1,1,1,2022,0
2022-01,7,Deportiva Retro,deportiva,98,45,13,2,34,32,0,61,0,0,5,1,2022,0
2022-01,8,Bota Clásica,bota,48,21,9,0,12,12,0,237,1,0,1,1,2022,28
2022-01,9,Deportiva Sport,deportiva,37,44,28,1,17,16,0,222,0,1,2,1,2022,23
2022-01,10,Bota Urban,bota,30,29,27,0,2,2,0,203,1,0,2,1,2022,38
2022-01,11,Deportiva Trail,deportiva,38,42,16,1,27,26,0,229,1,1,6,1,2022,0
2022-01,12,Mocasin Air,mocasin,71,48,10,0,38,38,0,220,1,0,7,1,2022,0
2022-01,13,Mocasin Trail,mocasin,83,51,25,1,27,26,0,283,1,0,5,1,2022,0
2022-01,14,Deportiva Clásica,deportiva,42,39,15,2,26,24,0,290,1,0,3,1,2022,0
2022-01,15,Zapatilla Trail,zapatilla,75,13,13,0,0,0,4,125,1,1,7,1,2022,40
2022-01,16,Zapatilla Clásica,zapatilla,86,48,16,1,33,32,0,70,0,0,7,1,2022,0
2022-01,17,Mocasin Trail,mocasin,59,58,8,2,52,50,0,127,0,0,7,1,2022,0
2022-01,18,Bota Verano,bota,88,33,20,1,14,13,0,212,0,1,1,1,2022,26
2022-01,19,Sandalia Invierno,sandalia,97,52,18,1,35,34,0,52,1,0,1,1,2022,0
2022-01,20,Bota Air,bota,62,54,21,0,33,33,0,295,0,0,1,1,2022,0
2022-01,21,Bota Dynamic,bota,38,30,23,0,7,7,0,100,1,0,7,1,2022,33
2022-01,22,Zapatilla Dynamic,zapatilla,85,43,30,1,14,13,0,81,1,0,7,1,2022,26
2022-01,23,Bota Urban,bota,52,32,25,1,8,7,0,296,1,0,4,1,2022,32
2022-01,24,Deportiva Verano,deportiva,79,41,28,1,14,13,0,295,1,0,4,1,2022,26
2022-01,25,Sandalia Urban,sandalia,73,59,9,0,50,50,0,250,1,0,7,1,2022,0
2022-01,26,Deportiva Trail,deportiva,34,43,18,1,26,25,0,247,1,0,2,1,2022,0
2022-01,27,Bota Dynamic,bota,62,40,10,1,31,30,0,210,1,0,7,1,2022,0
2022-01,28,Sandalia Urban,sandalia,99,14,10,0,4,4,0,92,0,1,3,1,2022,36
2022-01,29,Deportiva Air,deportiva,94,38,6,1,33,32,0,59,0,0,3,1,2022,0
2022-01,30,Mocasin Sport,mocasin,63,53,6,0,47,47,0,97,0,0,3,1,2022,0
2022-02,1,Zapatilla Soft,zapatilla,32,12,2,1,11,10,0,170,0,0,2,2,2022,29
2022-02,2,Zapatilla Air,zapatilla,98,26,13,1,14,13,0,73,1,0,6,2,2022,26
2022-02,3,Deportiva Urban,deportiva,64,15,14,1,2,1,0,268,1,1,1,2,2022,38
2022-02,4,Zapatilla Verano,zapatilla,32,56,5,0,51,51,0,228,1,0,2,2,2022,0
2022-02,5,Mocasin Soft,mocasin,79,51,10,1,42,41,0,108,0,0,6,2,2022,0
2022-02,6,Bota Urban,bota,88,51,19,1,33,32,0,96,0,0,2,2,2022,0
2022-02,7,Deportiva Retro,deportiva,98,53,16,0,37,37,0,67,0,0,4,2,2022,0
2022-02,8,Bota Clásica,bota,48,32,10,1,23,22,0,188,0,1,2,2,2022,0
2022-02,9,Deportiva Sport,deportiva,37,14,10,0,4,4,0,256,1,0,5,2,2022,36
2022-02,10,Bota Urban,bota,30,59,9,2,52,50,0,205,0,0,5,2,2022,0
2022-02,11,Deportiva Trail,deportiva,38,31,10,2,23,21,0,236,1,0,7,2,2022,0
2022-02,12,Mocasin Air,mocasin,71,38,14,2,26,24,0,298,0,1,7,2,2022,0
2022-02,13,Mocasin Trail,mocasin,83,59,10,1,50,49,0,277,0,0,7,2,2022,0
2022-02,14,Deportiva Clásica,deportiva,42,56,8,0,48,48,0,195,1,0,7,2,2022,0
2022-02,15,Zapatilla Trail,zapatilla,75,32,26,2,8,6,0,169,0,0,5,2,2022,32
2022-02,16,Zapatilla Clásica,zapatilla,86,15,15,1,1,0,0,265,1,0,2,2,2022,39
2022-02,17,Mocasin Trail,mocasin,59,17,16,2,3,1,0,111,0,1,2,2,2022,37
2022-02,18,Bota Verano,bota,88,10,8,1,3,2,0,276,1,0,2,2,2022,37
2022-02,19,Sandalia Invierno,sandalia,97,50,9,2,43,41,0,255,0,0,3,2,2022,0
2022-02,20,Bota Air,bota,62,13,13,2,2,0,0,117,1,1,5,2,2022,38
2022-02,21,Bota Dynamic,bota,38,35,9,0,26,26,0,245,1,0,2,2,2022,0
2022-02,22,Zapatilla Dynamic,zapatilla,85,16,8,1,9,8,0,266,1,0,4,2,2022,31
2022-02,23,Bota Urban,bota,52,35,17,1,19,18,0,112,0,0,7,2,2022,21
2022-02,24,Deportiva Verano,deportiva,79,52,24,0,28,28,0,213,0,1,3,2,2022,0
2022-02,25,Sandalia Urban,sandalia,73,49,15,2,36,34,0,122,1,0,2,2,2022,0
2022-02,26,Deportiva Trail,deportiva,34,54,12,2,44,42,0,280,0,0,5,2,2022,0
2022-02,27,Bota Dynamic,bota,62,48,28,1,21,20,0,273,1,0,5,2,2022,0
2022-02,28,Sandalia Urban,sandalia,99,32,7,2,27,25,0,142,1,0,6,2,2022,0
2022-02,29,Deportiva Air,deportiva,94,57,20,0,37,37,0,107,1,0,1,2,2022,0
2022-02,30,Mocasin Sport,mocasin,63,13,13,2,2,0,0,190,1,0,4,2,2022,38
2022-03,1,Zapatilla Soft,zapatilla,32,52,24,2,30,28,0,102,1,1,1,3,2022,0
2022-03,2,Zapatilla Air,zapatilla,98,17,17,0,0,0,3,119,0,0,7,3,2022,40
2022-03,3,Deportiva Urban,deportiva,64,60,18,0,42,42,0,230,1,0,4,3,2022,0
2022-03,4,Zapatilla Verano,zapatilla,32,29,12,0,17,17,0,239,0,0,6,3,2022,23
2022-03,5,Mocasin Soft,mocasin,79,16,16,1,1,0,0,206,1,0,6,3,2022,39
2022-03,6,Bota Urban,bota,88,38,17,2,23,21,0,137,1,0,3,3,2022,0
2022-03,7,Deportiva Retro,deportiva,98,57,33,0,24,24,0,81,1,1,4,3,2022,0
2022-03,8,Bota Clásica,bota,48,28,22,2,8,6,0,292,1,0,3,3,2022,32
2022-03,9,Deportiva Sport,deportiva,37,14,12,0,2,2,0,231,1,0,7,3,2022,38
2022-03,10,Bota Urban,bota,30,19,19,2,2,0,0,155,1,0,7,3,2022,38
2022-03,11,Deportiva Trail,deportiva,38,55,10,2,47,45,0,195,1,0,6,3,2022,0
2022-03,12,Mocasin Air,mocasin,71,29,14,2,17,15,0,77,1,1,2,3,2022,23
2022-03,13,Mocasin Trail,mocasin,83,10,10,2,2,0,0,298,1,0,4,3,2022,38
2022-03,14,Deportiva Clásica,deportiva,42,60,19,1,42,41,0,273,1,1,4,3,2022,0
2022-03,15,Zapatilla Trail,zapatilla,75,54,13,1,42,41,0,251,0,0,3,3,2022,0
2022-03,16,Zapatilla Clásica,zapatilla,86,53,10,2,45,43,0,267,0,1,4,3,2022,0
2022-03,17,Mocasin Trail,mocasin,59,34,6,1,29,28,0,111,0,0,7,3,2022,0
2022-03,18,Bota Verano,bota,88,13,11,0,2,2,0,229,1,1,2,3,2022,38
2022-03,19,Sandalia Invierno,sandalia,97,14,14,2,2,0,0,208,1,0,3,3,2022,38
2022-03,20,Bota Air,bota,62,52,10,2,44,42,0,112,0,0,5,3,2022,0
2022-03,21,Bota Dynamic,bota,38,17,17,1,1,0,0,284,0,0,5,3,2022,39
2022-03,22,Zapatilla Dynamic,zapatilla,85,29,3,1,27,26,0,265,0,0,5,3,2022,0
2022-03,23,Bota Urban,bota,52,12,7,2,7,5,0,229,0,0,6,3,2022,33
2022-03,24,Deportiva Verano,deportiva,79,37,9,2,30,28,0,221,0,0,5,3,2022,0
2022-03,25,Sandalia Urban,sandalia,73,42,18,2,26,24,0,71,1,0,5,3,2022,0
2022-03,26,Deportiva Trail,deportiva,34,26,15,2,13,11,0,298,1,1,6,3,2022,27
2022-03,27,Bota Dynamic,bota,62,35,12,0,23,23,0,195,1,0,4,3,2022,0
2022-03,28,Sandalia Urban,sandalia,99,55,7,0,48,48,0,145,1,0,6,3,2022,0
2022-03,29,Deportiva Air,deportiva,94,34,6,1,29,28,0,199,1,0,4,3,2022,0
2022-03,30,Mocasin Sport,mocasin,63,40,12,1,29,28,0,123,1,0,6,3,2022,0
2022-04,1,Zapatilla Soft,zapatilla,32,32,19,2,15,13,0,271,1,1,1,4,2022,25
2022-04,2,Zapatilla Air,zapatilla,98,23,15,2,10,8,0,130,1,0,5,4,2022,30
2022-04,3,Deportiva Urban,deportiva,64,22,17,2,7,5,0,242,0,0,4,4,2022,33
2022-04,4,Zapatilla Verano,zapatilla,32,50,20,2,32,30,0,236,0,0,2,4,2022,0
2022-04,5,Mocasin Soft,mocasin,79,49,3,1,47,46,0,273,0,0,1,4,2022,0
2022-04,6,Bota Urban,bota,88,33,4,1,30,29,0,223,0,1,6,4,2022,0
2022-04,7,Deportiva Retro,deportiva,98,33,16,2,19,17,0,242,0,0,4,4,2022,21
2022-04,8,Bota Clásica,bota,48,60,7,2,55,53,0,85,0,0,2,4,2022,0
2022-04,9,Deportiva Sport,deportiva,37,31,11,1,21,20,0,99,0,0,1,4,2022,0
2022-04,10,Bota Urban,bota,30,25,8,0,17,17,0,72,0,0,5,4,2022,23
2022-04,11,Deportiva Trail,deportiva,38,24,1,0,23,23,0,296,1,0,6,4,2022,0
2022-04,12,Mocasin Air,mocasin,71,13,11,2,4,2,0,58,0,0,5,4,2022,36
2022-04,13,Mocasin Trail,mocasin,83,23,13,2,12,10,0,292,0,0,3,4,2022,28
2022-04,14,Deportiva Clásica,deportiva,42,40,15,2,27,25,0,78,1,0,1,4,2022,0
2022-04,15,Zapatilla Trail,zapatilla,75,15,15,1,1,0,0,189,0,1,3,4,2022,39
2022-04,16,Zapatilla Clásica,zapatilla,86,29,9,1,21,20,0,240,0,0,3,4,2022,0
2022-04,17,Mocasin Trail,mocasin,59,14,11,2,5,3,0,72,0,0,5,4,2022,35
2022-04,18,Bota Verano,bota,88,26,6,0,20,20,0,76,0,0,3,4,2022,0
2022-04,19,Sandalia Invierno,sandalia,97,20,13,0,7,7,0,153,1,0,5,4,2022,33
2022-04,20,Bota Air,bota,62,10,10,2,2,0,0,193,1,0,7,4,2022,38
2022-04,21,Bota Dynamic,bota,38,21,8,1,14,13,0,209,0,0,2,4,2022,26
2022-04,22,Zapatilla Dynamic,zapatilla,85,45,13,1,33,32,0,127,1,0,3,4,2022,0
2022-04,23,Bota Urban,bota,52,54,13,1,42,41,0,57,0,0,3,4,2022,0
2022-04,24,Deportiva Verano,deportiva,79,36,18,0,18,18,0,220,1,0,1,4,2022,22
2022-04,25,Sandalia Urban,sandalia,73,43,10,0,33,33,0,282,0,0,1,4,2022,0
2022-04,26,Deportiva Trail,deportiva,34,17,5,0,12,12,0,83,0,0,7,4,2022,28
2022-04,27,Bota Dynamic,bota,62,43,12,2,33,31,0,108,1,0,5,4,2022,0
2022-04,28,Sandalia Urban,sandalia,99,40,14,2,28,26,0,207,0,0,2,4,2022,0
2022-04,29,Deportiva Air,deportiva,94,26,16,2,12,10,0,241,1,0,6,4,2022,28
2022-04,30,Mocasin Sport,mocasin,63,21,15,1,7,6,0,152,0,1,3,4,2022,33
2022-05,1,Zapatilla Soft,zapatilla,32,56,12,1,45,44,0,216,0,0,7,5,2022,0
2022-05,2,Zapatilla Air,zapatilla,98,10,8,1,3,2,0,123,1,1,1,5,2022,37
2022-05,3,Deportiva Urban,deportiva,64,50,0,1,51,50,0,141,0,0,3,5,2022,0
2022-05,4,Zapatilla Verano,zapatilla,32,24,21,2,5,3,0,180,1,0,1,5,2022,35
2022-05,5,Mocasin Soft,mocasin,79,16,16,0,0,0,5,168,0,1,4,5,2022,40
2022-05,6,Bota Urban,bota,88,14,12,2,4,2,0,232,0,0,7,5,2022,36
2022-05,7,Deportiva Retro,deportiva,98,20,4,2,18,16,0,156,1,0,4,5,2022,22
2022-05,8,Bota Clásica,bota,48,24,6,2,20,18,0,156,0,0,6,5,2022,0
2022-05,9,Deportiva Sport,deportiva,37,26,26,1,1,0,0,224,1,0,2,5,2022,39
2022-05,10,Bota Urban,bota,30,49,15,1,35,34,0,250,1,0,5,5,2022,0
2022-05,11,Deportiva Trail,deportiva,38,54,12,1,43,42,0,265,1,0,3,5,2022,0
2022-05,12,Mocasin Air,mocasin,71,46,8,2,40,38,0,82,1,1,7,5,2022,0
2022-05,13,Mocasin Trail,mocasin,83,26,6,0,20,20,0,258,0,0,2,5,2022,0
2022-05,14,Deportiva Clásica,deportiva,42,14,0,2,16,14,0,101,0,1,1,5,2022,24
2022-05,15,Zapatilla Trail,zapatilla,75,35,25,0,10,10,0,198,0,1,4,5,2022,30
2022-05,16,Zapatilla Clásica,zapatilla,86,40,17,0,23,23,0,261,1,0,4,5,2022,0
2022-05,17,Mocasin Trail,mocasin,59,46,20,0,26,26,0,281,1,0,5,5,2022,0
2022-05,18,Bota Verano,bota,88,29,9,1,21,20,0,258,0,0,4,5,2022,0
2022-05,19,Sandalia Invierno,sandalia,97,45,7,0,38,38,0,207,0,0,5,5,2022,0
2022-05,20,Bota Air,bota,62,28,17,1,12,11,0,51,1,0,5,5,2022,28
2022-05,21,Bota Dynamic,bota,38,33,11,2,24,22,0,147,0,0,4,5,2022,0
2022-05,22,Zapatilla Dynamic,zapatilla,85,19,11,2,10,8,0,236,0,0,6,5,2022,30
2022-05,23,Bota Urban,bota,52,24,18,1,7,6,0,264,1,0,7,5,2022,33
2022-05,24,Deportiva Verano,deportiva,79,14,4,0,10,10,0,125,0,0,3,5,2022,30
2022-05,25,Sandalia Urban,sandalia,73,32,10,1,23,22,0,256,1,0,1,5,2022,0
2022-05,26,Deportiva Trail,deportiva,34,47,21,1,27,26,0,221,0,0,4,5,2022,0
2022-05,27,Bota Dynamic,bota,62,25,14,2,13,11,0,127,1,0,5,5,2022,27
2022-05,28,Sandalia Urban,sandalia,99,55,25,2,32,30,0,113,1,1,5,5,2022,0
2022-05,29,Deportiva Air,deportiva,94,29,18,1,12,11,0,60,1,0,7,5,2022,28
2022-05,30,Mocasin Sport,mocasin,63,12,12,2,2,0,0,221,1,0,7,5,2022,38
2022-06,1,Zapatilla Soft,zapatilla,32,29,12,2,19,17,0,300,0,0,3,6,2022,21
2022-06,2,Zapatilla Air,zapatilla,98,25,8,0,17,17,0,237,0,0,4,6,2022,23
2022-06,3,Deportiva Urban,deportiva,64,44,5,1,40,39,0,191,0,0,1,6,2022,0
2022-06,4,Zapatilla Verano,zapatilla,32,18,7,0,11,11,0,72,1,0,6,6,2022,29
2022-06,5,Mocasin Soft,mocasin,79,34,8,1,27,26,0,132,1,0,2,6,2022,0
2022-06,6,Bota Urban,bota,88,57,19,0,38,38,0,230,1,0,6,6,2022,0
2022-06,7,Deportiva Retro,deportiva,98,58,19,1,40,39,0,68,1,0,7,6,2022,0
2022-06,8,Bota Clásica,bota,48,60,13,1,48,47,0,253,0,0,6,6,2022,0
2022-06,9,Deportiva Sport,deportiva,37,38,6,2,34,32,0,88,0,0,5,6,2022,0
2022-06,10,Bota Urban,bota,30,48,15,0,33,33,0,266,1,0,3,6,2022,0
2022-06,11,Deportiva Trail,deportiva,38,52,9,1,44,43,0,131,1,0,1,6,2022,0
2022-06,12,Mocasin Air,mocasin,71,38,11,2,29,27,0,195,1,0,1,6,2022,0
2022-06,13,Mocasin Trail,mocasin,83,50,2,1,49,48,0,131,0,0,4,6,2022,0
2022-06,14,Deportiva Clásica,deportiva,42,27,11,0,16,16,0,275,0,0,4,6,2022,24
2022-06,15,Zapatilla Trail,zapatilla,75,40,7,2,35,33,0,224,0,0,5,6,2022,0
2022-06,16,Zapatilla Clásica,zapatilla,86,54,16,1,39,38,0,105,1,0,3,6,2022,0
2022-06,17,Mocasin Trail,mocasin,59,20,7,1,14,13,0,120,1,0,6,6,2022,26
2022-06,18,Bota Verano,bota,88,49,12,2,39,37,0,58,1,0,5,6,2022,0
2022-06,19,Sandalia Invierno,sandalia,97,13,9,0,4,4,0,162,1,0,3,6,2022,36
2022-06,20,Bota Air,bota,62,34,19,1,16,15,0,247,1,0,4,6,2022,24
2022-06,21,Bota Dynamic,bota,38,58,20,0,38,38,0,292,1,0,7,6,2022,0
2022-06,22,Zapatilla Dynamic,zapatilla,85,22,22,1,1,0,0,203,1,0,7,6,2022,39
2022-06,23,Bota Urban,bota,52,26,10,1,17,16,0,212,0,0,3,6,2022,23
2022-06,24,Deportiva Verano,deportiva,79,31,11,1,21,20,0,146,0,0,3,6,2022,0
2022-06,25,Sandalia Urban,sandalia,73,45,18,2,29,27,0,96,1,1,4,6,2022,0
2022-06,26,Deportiva Trail,deportiva,34,56,17,2,41,39,0,204,1,0,2,6,2022,0
2022-06,27,Bota Dynamic,bota,62,25,7,1,19,18,0,230,0,0,5,6,2022,21
2022-06,28,Sandalia Urban,sandalia,99,36,32,0,4,4,0,81,1,0,7,6,2022,36
2022-06,29,Deportiva Air,deportiva,94,35,20,1,16,15,0,142,0,0,3,6,2022,24
2022-06,30,Mocasin Sport,mocasin,63,17,9,2,10,8,0,129,1,1,2,6,2022,30
2022-07,1,Zapatilla Soft,zapatilla,32,11,11,1,1,0,0,234,1,0,1,7,2022,39
2022-07,2,Zapatilla Air,zapatilla,98,48,9,0,39,39,0,149,1,0,6,7,2022,0
2022-07,3,Deportiva Urban,deportiva,64,25,3,2,24,22,0,134,0,0,2,7,2022,0
2022-07,4,Zapatilla Verano,zapatilla,32,57,14,0,43,43,0,213,0,0,2,7,2022,0
2022-07,5,Mocasin Soft,mocasin,79,53,14,1,40,39,0,202,1,0,7,7,2022,0
2022-07,6,Bota Urban,bota,88,46,4,1,43,42,0,79,0,1,4,7,2022,0
2022-07,7,Deportiva Retro,deportiva,98,55,11,2,46,44,0,155,0,0,5,7,2022,0
2022-07,8,Bota Clásica,bota,48,11,11,0,0,0,5,228,0,1,3,7,2022,40
2022-07,9,Deportiva Sport,deportiva,37,21,12,2,11,9,0,123,1,0,5,7,2022,29
2022-07,10,Bota Urban,bota,30,34,18,1,17,16,0,220,1,0,3,7,2022,23
2022-07,11,Deportiva Trail,deportiva,38,18,14,2,6,4,0,250,0,0,5,7,2022,34
2022-07,12,Mocasin Air,mocasin,71,10,10,2,2,0,0,188,1,0,7,7,2022,38
2022-07,13,Mocasin Trail,mocasin,83,55,5,2,52,50,0,209,0,0,4,7,2022,0
2022-07,14,Deportiva Clásica,deportiva,42,24,22,0,2,2,0,132,1,0,4,7,2022,38
2022-07,15,Zapatilla Trail,zapatilla,75,25,6,2,21,19,0,68,1,0,4,7,2022,0
2022-07,16,Zapatilla Clásica,zapatilla,86,50,21,1,30,29,0,159,0,0,3,7,2022,0
2022-07,17,Mocasin Trail,mocasin,59,15,10,0,5,5,0,211,1,0,4,7,2022,35
